kind,name,id,time,team
Start,ComputeCosine,Pride5_Sense6,14850708934916,Fabatyu
End,ComputeCosine,Pride5_Sense6,14850710168268,Fabatyu
Start,Tokenize,Sense1,14958621329719,Fabatyu
End,Tokenize,Sense1,14958624404973,Fabatyu
Start,Collect,Sense1,14958624467838,Fabatyu
End,Collect,Sense1,14958633790252,Fabatyu
Start,Tokenize,Pride6,14958634318831,Fabatyu
Start,Collect,Pride6,14958648291546,Fabatyu
End,Tokenize,Pride6,14958648253913,Fabatyu
Start,ComputeScalar,Sense1,14958734603948,Fabatyu
End,ComputeScalar,Sense1,14958736921401,Fabatyu
End,Collect,Pride6,14958738415194,Fabatyu
Start,ComputeScalar,Pride6_Sense1,15053409863736,Fabatyu
Start,ComputeScalar,Pride6,15053409847486,Fabatyu
End,ComputeScalar,Pride6,15053420378447,Fabatyu
End,ComputeScalar,Pride6_Sense1,15053424558330,Fabatyu
