kind,name,id,time,team,combination_id
End,ComputeScalar,Sense2,54132216473018,Toportyuk,11
End,Tokenize,Pride5,54132233453725,Toportyuk,11
Start,Collect,Pride5,54132233665106,Toportyuk,11
End,Collect,Pride5,54132258512773,Toportyuk,11
Start,ComputeScalar,Pride5,54132259037590,Toportyuk,11
Start,ComputeScalar,Sense2_Pride5,54132259037595,Toportyuk,11
End,ComputeScalar,Sense2_Pride5,54132261645195,Toportyuk,11
End,ComputeScalar,Pride5,54132266270348,Toportyuk,11
Start,ComputeCosine,Sense2_Pride5,54132266652730,Toportyuk,11
End,ComputeCosine,Sense2_Pride5,54132266741867,Toportyuk,11
Start,Tokenize,Sense2,54132295824253,Toportyuk,12
Start,Tokenize,Pride6,54132295926490,Toportyuk,12
End,Tokenize,Sense2,54132299239137,Toportyuk,12
Start,Collect,Sense2,54132299592136,Toportyuk,12
End,Collect,Sense2,54132303326570,Toportyuk,12
Start,ComputeScalar,Sense2,54132303774522,Toportyuk,12
End,ComputeScalar,Sense2,54132304756095,Toportyuk,12
End,Tokenize,Pride6,54132333845402,Toportyuk,12
Start,Collect,Pride6,54132334071222,Toportyuk,12
End,Collect,Pride6,54132415201870,Toportyuk,12
Start,ComputeScalar,Sense2_Pride6,54132415586196,Toportyuk,12
Start,ComputeScalar,Pride6,54132415610441,Toportyuk,12
End,ComputeScalar,Sense2_Pride6,54132417331889,Toportyuk,12
End,ComputeScalar,Pride6,54132427789194,Toportyuk,12
Start,ComputeCosine,Sense2_Pride6,54132428078299,Toportyuk,12
End,ComputeCosine,Sense2_Pride6,54132428136247,Toportyuk,12
Start,Tokenize,Pride1,54132459881604,Toportyuk,13
Start,Tokenize,Sense3,54132459872323,Toportyuk,13
End,Tokenize,Pride1,54132462038327,Toportyuk,13
Start,Collect,Pride1,54132462463818,Toportyuk,13
End,Collect,Pride1,54132464399027,Toportyuk,13
Start,ComputeScalar,Pride1,54132465210380,Toportyuk,13
End,ComputeScalar,Pride1,54132465683299,Toportyuk,13
End,Tokenize,Sense3,54132465987713,Toportyuk,13
Start,Collect,Sense3,54132466097369,Toportyuk,13
End,Collect,Sense3,54132476084543,Toportyuk,13
Start,ComputeScalar,Sense3_Pride1,54132476398732,Toportyuk,13
Start,ComputeScalar,Sense3,54132476506681,Toportyuk,13
End,ComputeScalar,Sense3,54132477338122,Toportyuk,13
End,ComputeScalar,Sense3_Pride1,54132477338150,Toportyuk,13
Start,ComputeCosine,Sense3_Pride1,54132477508601,Toportyuk,13
End,ComputeCosine,Sense3_Pride1,54132477536516,Toportyuk,13
Start,Tokenize,Sense3,54132510391689,Toportyuk,14
Start,Tokenize,Pride2,54132510698489,Toportyuk,14
End,Tokenize,Pride2,54132513079270,Toportyuk,14
Start,Collect,Pride2,54132513302599,Toportyuk,14
End,Collect,Pride2,54132515587027,Toportyuk,14
End,Tokenize,Sense3,54132516059434,Toportyuk,14
Start,Collect,Sense3,54132516363238,Toportyuk,14
Start,ComputeScalar,Pride2,54132516513775,Toportyuk,14
End,ComputeScalar,Pride2,54132517277433,Toportyuk,14
End,Collect,Sense3,54132522618505,Toportyuk,14
Start,ComputeScalar,Sense3_Pride2,54132522865490,Toportyuk,14
Start,ComputeScalar,Sense3,54132522876179,Toportyuk,14
End,ComputeScalar,Sense3,54132524238016,Toportyuk,14
End,ComputeScalar,Sense3_Pride2,54132524237994,Toportyuk,14
Start,ComputeCosine,Sense3_Pride2,54132524480736,Toportyuk,14
End,ComputeCosine,Sense3_Pride2,54132524534502,Toportyuk,14
Start,Tokenize,Pride3,54132557538195,Toportyuk,15
Start,Tokenize,Sense3,54132557538197,Toportyuk,15
End,Tokenize,Sense3,54132563074876,Toportyuk,15
Start,Collect,Sense3,54132563347160,Toportyuk,15
End,Tokenize,Pride3,54132563858025,Toportyuk,15
Start,Collect,Pride3,54132564012910,Toportyuk,15
End,Collect,Pride3,54132568761775,Toportyuk,15
Start,ComputeScalar,Pride3,54132569396800,Toportyuk,15
End,Collect,Sense3,54132570614572,Toportyuk,15
Start,ComputeScalar,Sense3,54132570888683,Toportyuk,15
End,ComputeScalar,Pride3,54132571133045,Toportyuk,15
Start,ComputeScalar,Sense3_Pride3,54132571361229,Toportyuk,15
End,ComputeScalar,Sense3,54132572845368,Toportyuk,15
End,ComputeScalar,Sense3_Pride3,54132572986840,Toportyuk,15
Start,ComputeCosine,Sense3_Pride3,54132573113948,Toportyuk,15
End,ComputeCosine,Sense3_Pride3,54132573166146,Toportyuk,15
Start,Tokenize,Sense3,54132612561705,Toportyuk,16
Start,Tokenize,Pride4,54132612789660,Toportyuk,16
End,Tokenize,Sense3,54132616409079,Toportyuk,16
Start,Collect,Sense3,54132616619394,Toportyuk,16
End,Collect,Sense3,54132627782129,Toportyuk,16
Start,ComputeScalar,Sense3,54132628240059,Toportyuk,16
End,Tokenize,Pride4,54132628691847,Toportyuk,16
Start,Collect,Pride4,54132628840445,Toportyuk,16
End,ComputeScalar,Sense3,54132630809940,Toportyuk,16
End,Collect,Pride4,54132641815416,Toportyuk,16
Start,ComputeScalar,Pride4,54132642278401,Toportyuk,16
Start,ComputeScalar,Sense3_Pride4,54132642287060,Toportyuk,16
End,ComputeScalar,Sense3_Pride4,54132644983561,Toportyuk,16
End,ComputeScalar,Pride4,54132647280583,Toportyuk,16
Start,ComputeCosine,Sense3_Pride4,54132647582956,Toportyuk,16
End,ComputeCosine,Sense3_Pride4,54132647657123,Toportyuk,16
Start,Tokenize,Sense3,54132688765405,Toportyuk,17
Start,Tokenize,Pride5,54132688832826,Toportyuk,17
End,Tokenize,Sense3,54132693729917,Toportyuk,17
Start,Collect,Sense3,54132693973398,Toportyuk,17
End,Collect,Sense3,54132700379356,Toportyuk,17
Start,ComputeScalar,Sense3,54132700713190,Toportyuk,17
End,ComputeScalar,Sense3,54132703988760,Toportyuk,17
End,Tokenize,Pride5,54132717166311,Toportyuk,17
Start,Collect,Pride5,54132717361166,Toportyuk,17
End,Collect,Pride5,54132744278795,Toportyuk,17
Start,ComputeScalar,Pride5,54132744533584,Toportyuk,17
Start,ComputeScalar,Sense3_Pride5,54132744517832,Toportyuk,17
End,ComputeScalar,Sense3_Pride5,54132746759053,Toportyuk,17
End,ComputeScalar,Pride5,54132749716436,Toportyuk,17
Start,ComputeCosine,Sense3_Pride5,54132749940347,Toportyuk,17
End,ComputeCosine,Sense3_Pride5,54132750001964,Toportyuk,17
Start,Tokenize,Sense3,54132776443968,Toportyuk,18
Start,Tokenize,Pride6,54132776514812,Toportyuk,18
End,Tokenize,Sense3,54132780348040,Toportyuk,18
Start,Collect,Sense3,54132780525632,Toportyuk,18
End,Collect,Sense3,54132785498340,Toportyuk,18
Start,ComputeScalar,Sense3,54132786233182,Toportyuk,18
End,ComputeScalar,Sense3,54132787575545,Toportyuk,18
End,Tokenize,Pride6,54132817707790,Toportyuk,18
Start,Collect,Pride6,54132817880186,Toportyuk,18
End,Collect,Pride6,54132884067334,Toportyuk,18
Start,ComputeScalar,Sense3_Pride6,54132884332725,Toportyuk,18
Start,ComputeScalar,Pride6,54132884399686,Toportyuk,18
End,ComputeScalar,Sense3_Pride6,54132887260846,Toportyuk,18
End,ComputeScalar,Pride6,54132898535650,Toportyuk,18
Start,ComputeCosine,Sense3_Pride6,54132898816628,Toportyuk,18
End,ComputeCosine,Sense3_Pride6,54132898869345,Toportyuk,18
Start,Tokenize,Sense4,54132932185648,Toportyuk,19
Start,Tokenize,Pride1,54132932919691,Toportyuk,19
End,Tokenize,Pride1,54132942724951,Toportyuk,19
Start,Collect,Pride1,54132942907164,Toportyuk,19
End,Collect,Pride1,54132944479067,Toportyuk,19
Start,ComputeScalar,Pride1,54132944845203,Toportyuk,19
End,ComputeScalar,Pride1,54132945294447,Toportyuk,19
End,Tokenize,Sense4,54132946878489,Toportyuk,19
Start,Collect,Sense4,54132947070400,Toportyuk,19
End,Collect,Sense4,54132959865121,Toportyuk,19
Start,ComputeScalar,Sense4_Pride1,54132960125114,Toportyuk,19
Start,ComputeScalar,Sense4,54132960135704,Toportyuk,19
End,ComputeScalar,Sense4,54132963569881,Toportyuk,19
End,ComputeScalar,Sense4_Pride1,54132963570041,Toportyuk,19
Start,ComputeCosine,Sense4_Pride1,54132963805752,Toportyuk,19
End,ComputeCosine,Sense4_Pride1,54132963860499,Toportyuk,19
Start,Tokenize,Sense4,54133000631460,Toportyuk,20
Start,Tokenize,Pride2,54133000703018,Toportyuk,20
End,Tokenize,Pride2,54133003060641,Toportyuk,20
Start,Collect,Pride2,54133003331891,Toportyuk,20
End,Collect,Pride2,54133006369692,Toportyuk,20
Start,ComputeScalar,Pride2,54133007066130,Toportyuk,20
End,ComputeScalar,Pride2,54133008047145,Toportyuk,20
End,Tokenize,Sense4,54133009044023,Toportyuk,20
Start,Collect,Sense4,54133009252694,Toportyuk,20
End,Collect,Sense4,54133019594807,Toportyuk,20
Start,ComputeScalar,Sense4,54133019898252,Toportyuk,20
Start,ComputeScalar,Sense4_Pride2,54133019924022,Toportyuk,20
End,ComputeScalar,Sense4_Pride2,54133023285011,Toportyuk,20
End,ComputeScalar,Sense4,54133023285007,Toportyuk,20
Start,ComputeCosine,Sense4_Pride2,54133023589033,Toportyuk,20
End,ComputeCosine,Sense4_Pride2,54133023626807,Toportyuk,20
Start,Tokenize,Sense4,54133043305875,Toportyuk,21
Start,Tokenize,Pride3,54133043321777,Toportyuk,21
End,Tokenize,Pride3,54133048403426,Toportyuk,21
Start,Collect,Pride3,54133048558006,Toportyuk,21
End,Tokenize,Sense4,54133053447467,Toportyuk,21
Start,Collect,Sense4,54133053640389,Toportyuk,21
End,Collect,Pride3,54133054635476,Toportyuk,21
Start,ComputeScalar,Pride3,54133054899656,Toportyuk,21
End,ComputeScalar,Pride3,54133056787683,Toportyuk,21
End,Collect,Sense4,54133065224681,Toportyuk,21
Start,ComputeScalar,Sense4_Pride3,54133065490842,Toportyuk,21
Start,ComputeScalar,Sense4,54133065505244,Toportyuk,21
End,ComputeScalar,Sense4_Pride3,54133068282528,Toportyuk,21
End,ComputeScalar,Sense4,54133068381834,Toportyuk,21
Start,ComputeCosine,Sense4_Pride3,54133068523594,Toportyuk,21
End,ComputeCosine,Sense4_Pride3,54133068576244,Toportyuk,21
Start,Tokenize,Sense4,54133097200177,Toportyuk,22
Start,Tokenize,Pride4,54133097286205,Toportyuk,22
End,Tokenize,Sense4,54133105528905,Toportyuk,22
Start,Collect,Sense4,54133105697881,Toportyuk,22
End,Tokenize,Pride4,54133108739475,Toportyuk,22
Start,Collect,Pride4,54133109005161,Toportyuk,22
End,Collect,Sense4,54133149670944,Toportyuk,22
Start,ComputeScalar,Sense4,54133149901678,Toportyuk,22
End,Collect,Pride4,54133150252465,Toportyuk,22
Start,ComputeScalar,Sense4_Pride4,54133150409713,Toportyuk,22
End,ComputeScalar,Sense4,54133153657306,Toportyuk,22
End,ComputeScalar,Sense4_Pride4,54133154936995,Toportyuk,22
Start,ComputeScalar,Pride4,54133155166356,Toportyuk,22
End,ComputeScalar,Pride4,54133157609672,Toportyuk,22
Start,ComputeCosine,Sense4_Pride4,54133157777376,Toportyuk,22
End,ComputeCosine,Sense4_Pride4,54133157833464,Toportyuk,22
Start,Tokenize,Sense4,54133324747370,Toportyuk,23
Start,Tokenize,Pride5,54133324833437,Toportyuk,23
End,Tokenize,Sense4,54133360432592,Toportyuk,23
Start,Collect,Sense4,54133360635173,Toportyuk,23
End,Tokenize,Pride5,54133405387113,Toportyuk,23
Start,Collect,Pride5,54133406285097,Toportyuk,23
End,Collect,Sense4,54133408367928,Toportyuk,23
Start,ComputeScalar,Sense4,54133408892156,Toportyuk,23
End,ComputeScalar,Sense4,54133413656546,Toportyuk,23
End,Collect,Pride5,54133477809174,Toportyuk,23
Start,ComputeScalar,Sense4_Pride5,54133478832580,Toportyuk,23
Start,ComputeScalar,Pride5,54133478944767,Toportyuk,23
End,ComputeScalar,Sense4_Pride5,54133493299328,Toportyuk,23
End,ComputeScalar,Pride5,54133497307806,Toportyuk,23
Start,ComputeCosine,Sense4_Pride5,54133498113709,Toportyuk,23
End,ComputeCosine,Sense4_Pride5,54133498250881,Toportyuk,23
Start,Tokenize,Sense4,54133572840197,Toportyuk,24
Start,Tokenize,Pride6,54133574058986,Toportyuk,24
End,Tokenize,Sense4,54133629196465,Toportyuk,24
Start,Collect,Sense4,54133629432141,Toportyuk,24
End,Collect,Sense4,54133645852210,Toportyuk,24
Start,ComputeScalar,Sense4,54133646126079,Toportyuk,24
End,ComputeScalar,Sense4,54133650263997,Toportyuk,24
End,Tokenize,Pride6,54133663988459,Toportyuk,24
Start,Collect,Pride6,54133664263432,Toportyuk,24
End,Collect,Pride6,54133736388369,Toportyuk,24
Start,ComputeScalar,Sense4_Pride6,54133736668940,Toportyuk,24
Start,ComputeScalar,Pride6,54133737320965,Toportyuk,24
End,ComputeScalar,Sense4_Pride6,54133743249858,Toportyuk,24
End,ComputeScalar,Pride6,54133750133802,Toportyuk,24
Start,ComputeCosine,Sense4_Pride6,54133750366506,Toportyuk,24
End,ComputeCosine,Sense4_Pride6,54133750429301,Toportyuk,24
Start,Tokenize,Sense5,54133771786726,Toportyuk,25
Start,Tokenize,Pride1,54133771804687,Toportyuk,25
End,Tokenize,Pride1,54133773190170,Toportyuk,25
Start,Collect,Pride1,54133773312370,Toportyuk,25
End,Collect,Pride1,54133775684117,Toportyuk,25
Start,ComputeScalar,Pride1,54133776071905,Toportyuk,25
End,ComputeScalar,Pride1,54133776553948,Toportyuk,25
End,Tokenize,Sense5,54133787890163,Toportyuk,25
Start,Collect,Sense5,54133788081100,Toportyuk,25
End,Collect,Sense5,54133811677549,Toportyuk,25
Start,ComputeScalar,Sense5_Pride1,54133811891761,Toportyuk,25
Start,ComputeScalar,Sense5,54133811903681,Toportyuk,25
End,ComputeScalar,Sense5,54133816635348,Toportyuk,25
End,ComputeScalar,Sense5_Pride1,54133816635302,Toportyuk,25
Start,ComputeCosine,Sense5_Pride1,54133816866691,Toportyuk,25
End,ComputeCosine,Sense5_Pride1,54133816905624,Toportyuk,25
Start,Tokenize,Sense5,54133854750417,Toportyuk,26
Start,Tokenize,Pride2,54133859358014,Toportyuk,26
End,Tokenize,Pride2,54133863261872,Toportyuk,26
Start,Collect,Pride2,54133863533155,Toportyuk,26
End,Collect,Pride2,54133866810514,Toportyuk,26
Start,ComputeScalar,Pride2,54133867018444,Toportyuk,26
End,ComputeScalar,Pride2,54133868000127,Toportyuk,26
End,Tokenize,Sense5,54133874779991,Toportyuk,26
Start,Collect,Sense5,54133874938641,Toportyuk,26
End,Collect,Sense5,54133902548687,Toportyuk,26
Start,ComputeScalar,Sense5_Pride2,54133902730562,Toportyuk,26
Start,ComputeScalar,Sense5,54133902736356,Toportyuk,26
End,ComputeScalar,Sense5_Pride2,54133909321177,Toportyuk,26
End,ComputeScalar,Sense5,54133909374545,Toportyuk,26
Start,ComputeCosine,Sense5_Pride2,54133909802514,Toportyuk,26
End,ComputeCosine,Sense5_Pride2,54133909828001,Toportyuk,26
Start,Tokenize,Sense5,54133931271791,Toportyuk,27
Start,Tokenize,Pride3,54133937590673,Toportyuk,27
End,Tokenize,Pride3,54133944563713,Toportyuk,27
Start,Collect,Pride3,54133944674928,Toportyuk,27
End,Collect,Pride3,54133953978945,Toportyuk,27
Start,ComputeScalar,Pride3,54133954296713,Toportyuk,27
End,Tokenize,Sense5,54133954858317,Toportyuk,27
Start,Collect,Sense5,54133954940323,Toportyuk,27
End,ComputeScalar,Pride3,54133956232915,Toportyuk,27
End,Collect,Sense5,54133978352979,Toportyuk,27
Start,ComputeScalar,Sense5_Pride3,54133978534362,Toportyuk,27
Start,ComputeScalar,Sense5,54133978540964,Toportyuk,27
End,ComputeScalar,Sense5,54133984008261,Toportyuk,27
End,ComputeScalar,Sense5_Pride3,54133990698007,Toportyuk,27
Start,ComputeCosine,Sense5_Pride3,54133990936244,Toportyuk,27
End,ComputeCosine,Sense5_Pride3,54133990987098,Toportyuk,27
Start,Tokenize,Sense5,54134017769912,Toportyuk,28
Start,Tokenize,Pride4,54134017845574,Toportyuk,28
End,Tokenize,Pride4,54134030012891,Toportyuk,28
Start,Collect,Pride4,54134030153049,Toportyuk,28
End,Tokenize,Sense5,54134038584836,Toportyuk,28
Start,Collect,Sense5,54134039204239,Toportyuk,28
End,Collect,Pride4,54134063818575,Toportyuk,28
Start,ComputeScalar,Pride4,54134064164928,Toportyuk,28
End,ComputeScalar,Pride4,54134065725177,Toportyuk,28
End,Collect,Sense5,54134079278460,Toportyuk,28
Start,ComputeScalar,Sense5_Pride4,54134079558893,Toportyuk,28
Start,ComputeScalar,Sense5,54134079568933,Toportyuk,28
End,ComputeScalar,Sense5,54134084731322,Toportyuk,28
End,ComputeScalar,Sense5_Pride4,54134089118819,Toportyuk,28
Start,ComputeCosine,Sense5_Pride4,54134089293975,Toportyuk,28
End,ComputeCosine,Sense5_Pride4,54134089326391,Toportyuk,28
Start,Tokenize,Sense5,54134111668839,Toportyuk,29
Start,Tokenize,Pride5,54134111784764,Toportyuk,29
End,Tokenize,Sense5,54134127071637,Toportyuk,29
Start,Collect,Sense5,54134127195823,Toportyuk,29
End,Tokenize,Pride5,54134127233530,Toportyuk,29
Start,Collect,Pride5,54134127313733,Toportyuk,29
End,Collect,Pride5,54134179019961,Toportyuk,29
Start,ComputeScalar,Pride5,54134179219464,Toportyuk,29
End,Collect,Sense5,54134179784867,Toportyuk,29
Start,ComputeScalar,Sense5_Pride5,54134179908033,Toportyuk,29
Start,ComputeScalar,Sense5,54134179912542,Toportyuk,29
End,ComputeScalar,Pride5,54134188286020,Toportyuk,29
End,ComputeScalar,Sense5,54134188522157,Toportyuk,29
